what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1387340342210
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1387340343354
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1387340344285
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387340347234
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387340390772
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387340392104
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387340424258
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387341049178
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387341060227
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387342140916
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387342764257
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387342771426
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387342776331
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387342780064
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355273061
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355276606
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355278011
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355278651
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355279344
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355279786
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355681049
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355681855
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355682613
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355683431
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355684967
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355685135
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355687188
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355688183
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355966299
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387355968356
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387356221993
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387356222942
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357130839
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357144086
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357151918
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357154360
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357165838
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357166608
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357167264
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357168408
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357602742
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357862273
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357864000
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387357864279
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358118720
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358119319
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358126439
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358128190
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358132102
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358132110
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358584758
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358586407
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358653825
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358676711
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358719171
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358720631
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358727110
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358804580
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387358808958
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387418029853
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387418034543
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387418035469
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387418036121
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387418036861
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387418038957
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387420682081
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387420683627
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387420683771
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387420684164
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1387420691186
