what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1393483856283
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1393483857985
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393483890028
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484018940
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484033465
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484038080
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484044367
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484045250
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484050023
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484050091
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484080372
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484099153
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484133905
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484139582
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484145301
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484180321
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484208370
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484212005
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1393484214060
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1393484217659
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484218649
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484227843
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1393484235459
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484238216
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484241655
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484248693
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484248793
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484250545
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1393484274612
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484276461
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484288312
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393484299698
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484301094
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1393484304142
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484305735
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484308822
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484316496
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484322056
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1393484336374
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484339893
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484367211
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484388721
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484402705
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1393484407656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484414037
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484434836
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484443023
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484448398
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1393484458871
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1393484465559
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393484477143
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393484491497
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484493489
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484518541
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393484552292
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393484561271
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1393484576694
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393484591924
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393484600133
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393484605067
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484609898
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484614299
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484614380
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484616002
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484616988
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484635790
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484659419
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484660208
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484661971
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484670644
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393484696868
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393484718831
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484737446
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484757109
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1393484786728
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1393484790054
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484795149
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393484831825
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484851237
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484856513
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484856627
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484858580
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484872368
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393484915029
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393484957872
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393485000848
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393485001673
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393485017160
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393485017905
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393485019607
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1393485031804
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393485090335
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1393485096427
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1393485101053
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1393485110028
