what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.python.pydev.parser,2.7.4.2013051601,"org.python.pydev.parser",1390809431973
stopped,bundle,org.python.pydev.core,2.7.4.2013051601,"org.python.pydev.core",1390809431974
stopped,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1390809431984
stopped,bundle,org.python.pydev.shared_ui,2.7.4.2013051601,"org.python.pydev.shared_ui",1390809431984
stopped,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1390809431984
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.1.3.v20100217-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1390809431984
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.ie,3.1.2.r36x201305212000,"com.google.gdt.eclipse.designer.hosted.2_2.ie",1390809431984
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,3.1.2.r36x201305212000,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1390809431984
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2,3.1.2.r36x201305212000,"com.google.gdt.eclipse.designer.hosted.2_2",1390809431984
stopped,bundle,com.google.gdt.eclipse.designer.hosted,3.1.2.r36x201305212000,"com.google.gdt.eclipse.designer.hosted",1390809431991
stopped,bundle,org.eclipse.wb.css,1.6.0.r36x201305211952,"org.eclipse.wb.css",1390809431991
stopped,bundle,org.eclipse.wb.os.win32,1.6.0.r36x201305211944,"org.eclipse.wb.os.win32",1390809431991
stopped,bundle,org.eclipse.wb.core,1.6.0.r36x201305211944,"org.eclipse.wb.core",1390809431991
stopped,bundle,org.epic.regexp,0.5.1,"org.epic.regexp",1390809431994
stopped,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1390809431994
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.resources",1390809431994
stopped,bundle,org.eclipse.wst.common.snippets,1.1.301.v201001280015,"org.eclipse.wst.common.snippets",1390809431994
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1390809431994
stopped,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1390809431994
stopped,bundle,org.eclipse.emf.edit.ui,2.5.0.v200906151043,"org.eclipse.emf.edit.ui",1390809432238
stopped,bundle,org.eclipse.emf.common.ui,2.5.0.v200906151043,"org.eclipse.emf.common.ui",1390809432238
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk",1390809432238
stopped,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1390809432238
stopped,bundle,org.eclipse.equinox.p2.ui,1.0.100.v20090527-1812,"org.eclipse.equinox.p2.ui",1390809432247
stopped,bundle,org.eclipse.equinox.security.ui,1.0.100.v20090520-1800,"org.eclipse.equinox.security.ui",1390809432247
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1391828198725
started,bundle,org.eclipse.osgi,3.5.0.v20090520,"org.eclipse.osgi",1391828198725
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.100.v20090520-1905,"org.eclipse.equinox.simpleconfigurator",1391828198726
started,bundle,com.ibm.icu,4.0.1.v20090415,"com.ibm.icu",1391828198726
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1391828198726
started,bundle,org.eclipse.core.contenttype,3.4.0.v20090429-1800,"org.eclipse.core.contenttype",1391828198727
started,bundle,org.eclipse.core.databinding.observable,1.2.0.I20090604-2000,"org.eclipse.core.databinding.observable",1391828198727
started,bundle,org.eclipse.core.expressions,3.4.100.v20090429-1800,"org.eclipse.core.expressions",1391828198727
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1391828198728
started,bundle,org.eclipse.core.filesystem,1.2.0.v20090507,"org.eclipse.core.filesystem",1391828198728
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1391828198728
started,bundle,org.eclipse.core.net,1.2.0.I20090522-1010,"org.eclipse.core.net",1391828198729
started,bundle,org.eclipse.core.resources,3.5.0.v20090512,"org.eclipse.core.resources",1391828198730
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1391828198730
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1391828198730
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20090413,"org.eclipse.core.runtime.compatibility.auth",1391828198731
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1391828198731
started,bundle,org.eclipse.debug.core,3.5.0.v20090526-1600,"org.eclipse.debug.core",1391828198731
started,bundle,org.eclipse.ecf,3.0.0.v20090604-1131,"org.eclipse.ecf",1391828198732
started,bundle,org.eclipse.ecf.filetransfer,3.0.0.v20090604-1131,"org.eclipse.ecf.filetransfer",1391828198732
started,bundle,org.eclipse.ecf.identity,3.0.0.v20090604-1131,"org.eclipse.ecf.identity",1391828198747
started,bundle,org.eclipse.ecf.provider.filetransfer,3.0.0.v20090604-1131,"org.eclipse.ecf.provider.filetransfer",1391828198761
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,3.0.0.v20090604-1131,"org.eclipse.ecf.provider.filetransfer.httpclient",1391828198762
started,bundle,org.eclipse.equinox.app,1.2.0.v20090520-1800,"org.eclipse.equinox.app",1391828198762
started,bundle,org.eclipse.equinox.common,3.5.0.v20090520-1800,"org.eclipse.equinox.common",1391828198763
started,bundle,org.eclipse.equinox.ds,1.1.0.v20090601,"org.eclipse.equinox.ds",1391828198763
