what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1372926095738
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1372926097477
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1372930272100
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1372930276562
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1372930280241
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1372930295173
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1372996040694
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1372996041338
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373005105641
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373005106980
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373009055321
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373009058049
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373009058847
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373009059341
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373013281817
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373013282183
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373013289578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373013291817
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373013291843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373013293476
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373013295185
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373013298238
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373013323514
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373013324972
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1373013331133
