what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328129137
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328151381
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328158456
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328161357
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1375328161374
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328170803
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328181675
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1375328181695
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328187889
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328212460
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328212729
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328244023
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.findReplace",1375328244039
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328260737
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1375328265560
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328266995
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328267722
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328269609
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328289830
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328300315
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328413152
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375328421153
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375335866623
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1375335894148
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375335895173
