what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326056964
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326057243
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326140063
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326144658
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326167480
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1375326167505
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1375326169688
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1375326169759
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326175448
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326177433
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1375326177457
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326205174
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326214320
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326215409
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326358390
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1375326358452
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326359193
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326431047
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1375326433643
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1375326433909
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1375326434003
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326485513
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326501890
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326503335
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1375326567811
