what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1392976184900
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976185671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976197342
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976210146
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976211861
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1392976221521
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976222327
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976229667
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976231081
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976233285
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976235848
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976235874
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976239143
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976277932
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976280742
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976285746
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1392976290897
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976291509
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976300682
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976303951
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976316574
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976319123
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976320025
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976320027
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976326730
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1392976327471
